Text,Category
ｄフォトについてクラウドに保存できる容量は５ＧＢなのですがスマホで撮影した写真を保存したいと考えると５ＧＢではたりないと思います。なんとか容量を増やすサービスやプランありましたら教えてください。,その他
"【機種】ｉＰｈｏｎｅ７　ｉＯＳ１３．４．１【カテゴリ】▲その他ｄ系アプリ【事象の概要】ｄフォトプリントアプリでログインしようとすると「ｄ１３４」のエラーが表示される。【発生日時】８／１【再発有無】初事象【解決方法】ｄアカウント設定アプリでｄアカウントの再認証が必要になっていたため、ログインしなおして解決。
０９０３",ログイントラブル
"【機種】ｉＰｈｏｎｅ８【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントのログインが出来ない（ｄ１３４認証エラー）【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリ設定解除→設定しなおしで改善
０６０３",ログイントラブル
こよみフォト　複数枚同時に注文をしたい,こよみ複数
ご要望こよみフォトを飾る場合サイズが中途半端。フォトブックくらいせめて欲しい。,その他
"【機種】ｉＰｈｏｎｅ８　ｉＯＳ１１．０【カテゴリ】トラ）ｄフォト【事象の概要】アップデート済みであるにも関わらず、アプリを起動するとアップデートが求められる。【発生日時】８／１　１３：３０【再発有無】初事象［外部機器］
１００３",起動トラブル
ｄフォトアプリについてプリントアプリが分化されましたが、過去に保存したフォトブックのデータ内容はどこで見れますか？（注文履歴ではなく、前アプリの本棚のことです）見れなくなったのであれば、機能劣化した理由をお知らせくださいまた、フォトブック作成時、お預けしたデートをわざわざダウンロードし、さらに作成時にアップロードしているのはなぜですか？以前はクラウド上で処理され、無駄なダウンロード及びアップロードのデータ通信はなかったと思うのですがこちらも顧客にデータ量の料金と処理時間という負担をかけることにいたった理由をお知らせくださいまた、以上のものは全て機能劣化であり、以前よりも極めてアプリの品質を落としています機能改善の予定があれば、あわせてお知らせくださいＸｐｅｒｉａ,履歴が消えた
"【機種】Ｆ－０４Ｋ（ＡＲＢｅ）【カテゴリ】ｄフォト【事象の概要】プリントアプリでアルバム操作を行う際に以前のアルバムの続きの操作を行いたいが可能か知りたい【発生日時】８／１アプリが変わっているので前回の続きの操作は出来ない旨お伝えして終話今後変更点等お知らせを大きくして欲しいとご要望。
０２０３",作成中データが消えた
ＳＨ－０１Ｋ　ｄフォトのプリントを注文したい,操作説明
"【機種】機種不明　【カテゴリ】トラ）ｄフォト【事象の概要】ｄフォトのアップデートにかんして再注文出来ないといった内容があるが周知されている場所が知りたい［発生日時］／　：［再発有無］初事象　［外部機器］
■社内問い合わせ遠隔横浜センター
０２０５",履歴が消えた
・ｄフォトのアプリの動作のせいで意図しない形で送料やプリント権利の無料分を失った場合は、無料権利の復元やｄポイントでの補償などを検討して欲しい,対象外
"【機種】ｉＰｈｏｎｅ７＋【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントアプリでフォトブックを作る操作をした際認証エラー（Ｄ１３４）で利用できない【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリの更新後ｄアカウント設定しなおしで改善
０６０３",ログイントラブル
ｄフォトアプリがｄプリントアプリにリニューアルしましたが、子育て応援プログラムで利用中なら、月額無料で利用できますか？今までと同じようにフォトブックも１冊無料で利用できますか？,対象外
"【お客様情報】
・携帯電話番号、フルネーム聴取　本人確認済。【問合せ内容】
・［人名］（アプリ）から返信をしようとしたところ、画面が固まってしまった。
・ｄフォトでアルバムを作るのに一回で２つ作る事は出来るか。【リセット・設定改善状況】
・強制終了操作で改善。【回答】
・一時的な誤動作であった可能性を説明し、様子見案内。
・ｄフォトに関して転送をご提案するも、時間がない為また問い合わせるとの事。【ＣＡＴ　Ｎｏ．】４事象SH-03K AQUOS R2,C: ﾌﾘｰｽﾞ(ﾀｯﾁ・ﾎﾞﾀﾝ操作不可)",操作説明
"【機種】ｉＰｈｏｎｅ６【カテゴリ】ｄフォト（ＷＥＢアルバム）【事象の概要】ｄフォトプリントアプリのログインが現在回線契約の無いｄアカウントでログインしておりサービスの利用が出来ない【発生日時】８／１【再発有無】初事象【解決方法】ｄアカウント設定アプリインストール→設定、ｄフォトプリントアプリ再インストール→起動で解決
０６０４",ログイントラブル
ｄフォトが新しいアプリになって、インストールしようと思いましたが、とても使づらいという評価内容を読み、これでは続けられないと思い解約しました。前のアプリもまだ使えたら良かったのにと、とても残念です。【お客様アンケート(IC)】,アプリが使いにくい
"毎月月額料を払っている、ｄフォトなどは使用しなくても、お客に損がないようにしてほしい（繰越や、特典有効期限）

ドコモを長年使っている人へのサービスがもっとあるといい格安スマホと比べて料金が高いので、その分サービスを充実させてほしい【お客様アンケート(IC)】",その他
"ｄフォトを今年２月から契約、６月まで毎月フォトブックを作成して、両親にプレゼントしていました。毎回作成する際は、前回のフォトブックで選んだ写真を確認し、新たな写真にてフォトブックを作成していました。
７月もフォトブックを作成しようとしたのですが、急に以前まで作成したフォトブックが表示されなくなりました。これはどういうことでしょうか？お知らせにも何も記載されていません。ｄフォトで見れなくなっていたので、ｄフォトプリントを登録しましたが、ｄフォトプリントのお知らせでは、ｄフォトで作成したフォトブックは見れなくなりますと書かれていました。意味がわからないです。ｄフォトでも過去のフォトブックが見れなくなりました。大変困ります。至急、過去に作成したフォトブックをデータで返してください。何もお知らせがないまま、この状態になるのは明らかにおかしいです。契約期間の料金を返してください。対応できない場合は、家族全員のドコモ携帯を解約する考えです。お詫びするのではなく、フォトブックのデータを返してください。",履歴が消えた
ｄフォトプリントになって、使い勝手が非常に悪くなった。また、過去のデータを全て消された。【お客様アンケート(IC)】,履歴が消えた
ｄフォトを何年も使っていて、無料の冊数もたまっているのでもったいないので月末なので、フォトブックを作ろうと思いました。新しいアプリをダウンロードしましたが、Ｄ１３４認証エラーとなりそれ以上進みません。自分が忘れて今月分できないのなら納得いくが、このようなこと３回目です。ｄｏｃｏｍｏショップで強引に申し込みさせられて、問い合わせしたらｄカードや、新たにまたｄキッズまで申し込みさせられて、とっても悔しいです。お金を返して欲しいです。解除の方法もわかりません。他の会社に変えたら解約できるのでしょうか。,ログイントラブル
Ｄフォトプリントアプリにログインできません。本日７月最終日に写真を発注しようとしたら、プリントは新しいアプリからとのことでダウンロードしましたが、Ｄ１３４認証エラーでログインできません。入力内容に誤りがありますとメッセージでますが、何も入力していません。アプリの再ダウンロード、携帯の再起動を何回してもエラーです。月額払っているのに発注できないのは困ります。ｉＰｈｏｎｅ,ログイントラブル
ｄフォトを契約していますが、今回のリニューアルでアプリが容量を越えてしまい入れれません。いままでのｄフォトははいっていたのに。解約するにしても、繰り越したぶんを使いたいのに使えません。どうにかなりませんか？,サービス案内
ＳＯ－０１Ｆ利用、ｄフォトアプリの使用変更により使えなくなる点の配慮をもう少し欲しい,アプリが使いにくい
ｄフォトのプリントメニューが変わってアプリをインストールするのに届いた案内通りにしていたら決済は？と案内にない質問が出てきたのでやめました。それはドコモ決済にして次に進んでいけばいいのでしょうか？今月分まだ注文してなかったのでＳＣ０４Ｊ,操作説明
ｄフォトのサイト案内に関するご指摘。トラブルに関する問合せ先をサイトから確認すると、ドコモインフォメーションセンターの番号が表示される。実際にインフォにかけると、スマートホームセンターを誘導される。直接案内が出来ないのであれば、最初からスマートホームセンターの番号が問合せ先に出るようにして欲しい、との仰せ。,その他
ｄフォトが使いづらくなった。以前は作成したアルバムを簡単にコピーして２つ作ることができたがバージョンアップした後から使えない。ドコモ以外の方も使えるようになったとの事だが利用料金を支払って長年使用しているドコモユーザに対して失礼だ。いろんな人からも不評が出ている。以前のように使えるように改善してほしい。,アプリが使いにくい
"【機種】その他【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントをインストールすることによってｄフォト側にある影響が知りたい。【発生日時】／　：
１１０４",サービス案内
"【機種】ＳＨ－０２Ｍ（ＡＱｓｅｎｓｅ３）【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントで色調調整する方法を知りたい【発生日時】／　：
１１０５",操作説明
"【機種】ｉＰｈｏｎｅ７　１１．０．３【カテゴリ】トラ）ｄフォト　【事象の概要】アプリを開くと「アップデートしてください」とでるが、「アップデート」や「開く」のボタンがなく、「開く」がグレーアウトしている状態で使えない。【発生日時】７／３１　：【再発有無】初事象［外部機器］

１１０３",インストールトラブル
"【機種】ＳＨ－０４Ｌ（ＡＱＲ３）【カテゴリ】ｄフォト【事象の概要】
１：「フォトブックを作る」「Ｌ版プリントする」選択後、「ｄフォト（お預かり）」内に預け入れしていた写真が表示されないので改善したい
２：プリントくりこし期限の通知は今まで通りアプリアイコンバッチとアプリ内「お知らせ」で確認できるのか知りたい。【発生日時】７／３１【再発有無】初事象【解決方法】
１：「ｄフォト（お預かり）」選択後、画面右下の「＋」押下しｄフォトプリントアプリに写真をダウンロードしていただくようご案内し解決。
０３０２",操作説明
"【機種】ｉＰｈｏｎｅ６Ｓ　１２．４　【カテゴリ】トラ）ｄフォトプリントアプリ【事象の概要】
・ｄフォトブックを作りたいが左上三をタップ時にＤ１３４のエラーになる→解決済み
・ｄフォトのマイアルバムをｄフォトプリントアプリのフォトブック作成時に引き継げるか
・ドコモメールの送受信が出来ない［発生手順］［エラー文言］［発生日時］／　：［再発有無］初事象［事象発生のきっかけ］［発生環境］パケット通信・Ｗｉ－Ｆｉ・ＳＩＭあり・発生機種［発生頻度］常［トラブルシューティング］再起動・ｄアカウント設定アプリ、ｄフォトプリントアプリ再インストール、再設定済
０３０１",ログイントラブル
"【機種】機種不明　【カテゴリ】ｄフォト　【事象の概要】注文履歴が見られなくなったことに対して何らかの補償をして欲しい【発生日時】／　：

［５５０４］
２２１２",履歴が消えた
"【機種】Ｌ－０１Ｋ（Ｖ３０＋）【カテゴリ】ｄフォト　【事象の概要】ｄフォトが新しくなってからＬ判プリントなどで写真を選ぶ際、自身で作成したアルバムから選択できず一覧から選択となっているので元に戻せないか【発生日時】
０３０６",マイアルバムから選べなくなった
ＭＮＰ解約後に、契約していたｄフォトを引き継いで利用ができるという誤案内がＤＳであったとのことで、折返し対応は不要とのことでしたが、ご意見としてあげるよう希望あり。また、再度ｄフォト新規申込する際に無料期間の利用ができないことについても不満ありとのこと。,サービス案内
ｄフォトのプリントサービス４ヶ月しか繰越できない説明が加入時になかった。１９ヶ月貯めていたので１５ヶ月分損した。大事なことなので必ず繰り越し条件が案内するよう改善してほしい。,サービス案内
"【機種】ｉＰｈｏｎｅ８【カテゴリ】ｄフォト【事象の概要】ｄフォトの有料契約を自分以外の人のｄアカウントで契約をしていて、その人のｄアカウントでｄフォトプリントアプリを利用したいが、自動的に自分のｄアカウントでログインしてしまい、ｄフォトプリントが使えない。【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリで契約者のｄアカウントを設定し、解決。
１３０５",ログイントラブル
"ｄフォトに登録しています。

最近アプリがバージョンアップ？されたようですが、更新してから、過去に作ったアルバムが見れません。

『いままで保存した写真』ではなく、『いままでに作った一冊ごとになっているアルバム』が見れません。

困っています。",履歴が消えた
"【お客様情報】
・契約者情報未聴取。

【問合せ内容】
・ｄフォト操作方法。

【要望／転送】
・操作確認の為、ＡＩＣ（Ａｎｄｒｏｉｄ）へ転送。

【ＣＡＴ　Ｎｏ．】２４事象SC-03L Galaxy S10,B: 操作・機能・設定",操作説明
ｄフォトアプリリニューアルに伴い、過去注文分の写真が閲覧できないことについて、閲覧できるよう改善して欲しい。,履歴が消えた
"【機種】ｉＰａｄ【カテゴリ】ｄフォト【事象の概要】プリントアプリで他の契約しているｄアカウントでログイン出来ない。【解決方法】ｄアカウント設定で契約者のアカウントに変更
０４０２",ログイントラブル
入電者：契約者（本人確認未）利用機種：ｉｐｈｏｎｅ１１お客様の声ｄフォトアプリのリニューアルにともない、フォトブック作成時の写真選択画面でアルバムを選べなくなってしまい、写真を探す手間がかかると仰せ。写真選択時にアルバムを選べるように改善希望との事です。,マイアルバムから選べなくなった
"【機種】ＳＯ－０１Ｋ（ＸＺ１）８【カテゴリ】ｄフォト【事象の概要】ｄフォトアプリを起動後、立ち上がるが操作をするとアプリが応答していませんとでて利用が出来ない。【発生日時】／　：【再発有無】初事象【解決方法】アプリ入れ直し
０５０５",操作説明
"【お客様情報】
・携帯電話番号、フルネーム聴取　本人確認済（ＩＶＲ認証ＯＫ）。

【問合せ内容】
・ｄフォト内の写真を削除しても、時間が経過すると削除した写真が復元している。
・何度削除しても復元するので、完全に削除したい。

【要望／転送】
・操作確認の為、あんしん遠隔サポートへ転送。

【ＣＡＴ　Ｎｏ．】２４事象SH-04H AQUOS ZETA,B: 操作・機能・設定",操作説明
"【機種】ｉＰｈｏｎｅ８　【カテゴリ】ｄフォト　ｄフォトプリント　【事象の概要】ｉＰｈｏｎｅでｄフォトプリントアプリを開き、ＴＯＰページから次の項目をタップすると、どこをタップしても「認証エラー　Ｄ１３４」となってしまう。【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリをインストールして、ｄアカウント設定を行い、ｄフォトプリントアプリを開いて改善
１３０１",ログイントラブル
"ｄフォトプリントアプリについて。
・以前注文した情報がマイギャラリーにない。
⇒旧ｄフォトアプリで注文された情報の引継ぎはされない旨ご案内。
⇒ｄフォトプリントアプリで注文された分からの情報から掲載されます。

・いままでフォトブックでコメントなとの履歴を確認する事は出来ないのか？
⇒ｄフォトプリントアプリでは、注文履歴に引継ぎができない事を謝罪。渋々納得済み。

・今後今回のようなアプリのメンテナンスがはいったさいにまた注文履歴がなくなるのは大変困る。メンテナンスは仕方ないが、注文履歴などはしっかり引き継ぎできるようにして欲しいとの要望。
⇒貴重なご意見として承る旨案内し終話。",履歴が消えた
"【機種】ＳＯ－０２Ｈ　７．０　／１４８【カテゴリ】その他クラウドサービス【事象の概要】ｄフォトプリントアプリのダウンロードサイズをおしえてほしい。

０４０１",サービス案内
ｄフォトを長く愛用していましたが、アプリが変わり、以前作ったものが、　見れなくなった。早めにわかれば、以前注文したものをのアルバムとして保管したのに、とても残念です。新しいプリントアプリに関しては、ダウンロードした方のコメントで、使いづらいが圧倒的に多い。まだダウンロードしていないが、ダウンロードしないと今月分は注文できない。アプリが変わるのであれば周知する必要があったと思います。【お客様アンケート(IC)】,履歴が消えた
"【機種】ＳＯ－０２Ｊ　ＯＳ６【カテゴリ】ｄフォトプリント【事象の概要】契約のある端末ではないＳＯ－０２Ｊでｄフォトプリントアプリが利用できない「処理中にエラーが発生しました」【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定、ｄフォトアプリの更新契約のあるｄアカウントの再設定で改善
１２０２",ログイントラブル
"【機種】ＳＨ－０２Ｊ　ＯＳ７．０【カテゴリ】Ｇｏｏｇｌｅ　Ｐｌａｙ　【事象の概要】ダウンロード待機中と表示され、ｄフォトプリントアプリのインストールができない【発生日時】／　：【再発有無】初事象【解決方法】Ｐｌａｙストアのデータ消去で改善
１４０６",インストールトラブル
"【機種】ＳＣ－０２Ｋ（Ｓ９）【カテゴリ】ｄフォト　【事象の概要】処理中にエラーが発生しました【発生日時】／　：
１２０３",操作説明
"【機種】ｉＰｈｏｎｅ７　１３．５．１【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントアプリにおいてフォトブックを作ること試みると”プリントデータを作成中です”と表示され先に進めない。【発生日時】／　：【再発有無】初事象【解決方法】ｄフォトの入れ直しで改善。
０３０３",操作説明
"【機種】ｉＰｈｏｎｅ８【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントアプリのログインができない。ｄ１３４エラー発生する。【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリの再設定
１４０１",ログイントラブル
"【機種】ＳＣ－０３Ｌ（Ｓ１０）ＯＳ１０【カテゴリ】トラ）ｄフォト【事象の概要】クレジットカードでの決済が出来ない［発生手順］プリントサービスの注文時（送料のみ支払いが必要）、クレジットカード情報を入力して決済を行おうとするとエラー［エラー文言］決済に失敗しました何度も発生する場合は別のお支払い方法をお試しください［発生日時］／　：［再発有無］初事象［事象発生のきっかけ］［発生環境］・発生機種［発生頻度］毎回［トラブルシューティング］
・カードの利用に問題なし
・アプリ最新

１２０２",操作説明
"【機種】ｉＰｈｏｎｅ７以前　ＯＳ１３．４．１【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントアプリで認証エラー「ｄ１５７」がでてフォトブック作成不可【発生日時】７／３１【再発有無】初事象【解決方法】ｄアカウント設定を再設定頂き解決
０２０３",ログイントラブル
"【機種】ｉＰｈｏｎｅＸＲ　ｉＯＳ１３．５．１【カテゴリ】ｄフォト（プリントアプリ）【事象の概要】アプリ起動しフォトブックを作るを選択直後に「認証エラー　Ｄ１３４　閉じる」が表示され操作ができない【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリを設定し解決
０７０３",ログイントラブル
"【機種】ＳＯ－４１Ａ（１０Ⅱ）【カテゴリ】フォト【事象の概要】横画面にした時、画面横いっぱいに拡大できない

１１０６",操作説明
"【機種】ｉＰａｄ全般【カテゴリ】トラ）ｄフォトプリント【事象の概要】契約があるｄアカウントでログインするが、ｄフォトの契約がないので申し込みを求める旨のポップアップが表示される。【発生日時】／　：【再発有無】初事象［外部機器］
１３０３",ログイントラブル
"【機種】ｉＰｈｏｎｅ７以前　【カテゴリ】ｄフォト　【事象の概要】ｄアカウントＩＤ入力するとＤ５００エラー【発生日時】／　：
１４０１",ログイントラブル
"【機種】機種不明　【カテゴリ】ｄフォト【事象の概要】アップデート後、注文履歴が消えた【発生日時】／　：

２２１２",履歴が消えた
"ｄフォトアプリのリニューアルについて不満がある。今まではフォトブックを作った物の内容がｄフォトアプリでも見れていたが、新しいアプリでは見れなくなった。重宝していた機能だったので、無くなってしまい非常に残念。周りの友人も以前のｄフォトアプリの方が使いやすく便利だったと言っているので是非改善して欲しい。

貴重なお声として頂戴させて頂く旨を案内済み。",履歴が消えた
"【機種】ｉＰｈｏｎｅＸＳ【カテゴリ】ｄフォトプリント【事象の概要】ご主人のｄアカウントでログインしようとするが申込の表示が出て操作できない。【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリの設定をご主人のｄアカウントでログインいただくよう案内。
０５０４",ログイントラブル
"ｄフォトプリントアプリで問い合わせた件です

問い合わせ窓口に連絡しましたが、コロナの関係で遅れてるかもしれませんとの返答だけで、具体的な日にちはありませんでした

今日も未だに発送になりません。発送予定日に出荷出来ないなら、発送予定日は出ないようにしてください

いつになるのか返答してください

注文番号：ｅＲＥｊＬＨ［マスク］ｙｙｐＷ

何らかの事情で出荷出来ないなら、その旨をご連絡下さい。",その他
ｄフォトのアプリを利用していますが、今月利用しようとしたら新しくなっていて今現在使用のスマホではアプリを利用出来なくなってしまいました。どうしたらいいのか教えて頂きたいです。,操作説明
"【機種】ｄフォト【カテゴリ】ｉＰｈｏｎｅ７【事象の概要】ｄフォトプリントアプリでマイアルバムが利用できない【発生日時】／　：［５５０４］
３３１１",マイアルバムから選べなくなった
"【機種】ｉｐｈｏｎｅ７【カテゴリ】ｄフォト【事象の概要】認証エラーで進まない【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定し直しで改善
１００２",ログイントラブル
"【機種】ＳＨ－０３Ｋ（ＡＱＲ２）【カテゴリ】ｄフォト　【事象の概要】アプリのアップデートをすると以前に作ったフォトアルバムが見れなくなった【発生日時】／　：
１２０６",履歴が消えた
"【機種】ｉＰｈｏｎｅ７【カテゴリ】ｄフォト　【事象の概要】【発生日時】／　：【再発有無】初事象／再発【解決方法】
１１０２",その他
"【機種】ＳＣ－０４Ｆ【カテゴリ】ｄフォト【事象の概要】フォトブックの作成ができない【発生日時】／　：【再発有無】初事象【解決方法】新しいｄフォトプリントをインストールして作成いただく事で改善
１００２",操作説明
"【機種】ｉＰｈｏｎｅ８　ｉＯＳ１２．３．１【カテゴリ】ｄフォト【事象の概要】プリント権利の期限を確認することは可能か【発生日時】／　：
１２０２",操作説明
"【機種】ｉＰａｄ【カテゴリ】ｄフォト【事象の概要】ログインし利用しようとすると「未契約」「ご利用するにはお申込みが必要です」と表示されてしまう【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリをインストール後、再設定で改善
０７０１",ログイントラブル
"【機種】ｉＰｈｏｎｅ７以前　１３．５．１【カテゴリ】メーカアプリ【事象の概要】ｄフォトをインストールしたいが、グルグルしたままインストールできない【発生日時】／　：【再発有無】初事象／再発【解決方法】タスク／ネットワーク設定のリセットで改善
０５０２",インストールトラブル
今回ｄフォトを解約しました。ハガキサイズができると期待していたのに残念です。しかも、リニューアルを待っていたから、今月分のプリントをしないまま解約しました。【お客様アンケート(IC)】,その他
"【機種】ｉＰｈｏｎｅ７以前　【カテゴリ】ｄフォト　【事象の概要】ｄフォトプリントアプリが使えない『ｄ１３４』【解決方法】ｄアカウント設定アプリを設定して解決
０４０３",ログイントラブル
"【機種】ｉＰｈｏｎｅＸＲ　１３．５．１【カテゴリ】トラ）ｄフォトプリント【事象の概要】フォトブック注文時、写真を選択後、「注文へ」のボタンを押しても先に進まない。
■社内問い合わせ遠隔大阪センター
０４０１",操作説明
"【機種】ｉＰｈｏｎｅ　Ｘ　【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントで操作をしようと何か項目を選択するとＤ１３４とエラーが表示される【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリの再設定で解決
０７０２",ログイントラブル
"【機種】ｉＰｈｏｎｅＸＳ　Ｍａｘ　【カテゴリ】▲その他ｄ系アプリ　【事象の概要】ｄフォトプリントがログイン出来ない【解決方法】ｄアカウント設定アプリを設定して解決
０４０３",ログイントラブル
"【機種】ｉｐｈｏｎｅ８【カテゴリ】ｄフォト【事象の概要】アプリの起動ができずプリントできない【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウントの設定し直しで改善
１００２",ログイントラブル
ｉｏｓ版ｄフォトプリントアプリログイン時にエラーを解消して欲しい,ログイントラブル
"【機種】ｉＰｈｏｎｅ　Ｘ【カテゴリ】ｄフォト【事象の概要】マルチデバイスで利用したいが、プリントアプリのほうが別のｄアカウントでの認証ができない【発生日時】／　：
■社内問い合せ遠隔なかのセンター

３３１２",ログイントラブル
Ｄフォトのリニューアルで過去の注文履歴が消え大変ショックなんの為のリニューアル？【お客様アンケート(IC)】,履歴が消えた
コロナの影響で電話がつながらず、遠隔サポートのサービスが受けられずｄフォトの注文ができずそれなのに、その月に注文しなかった物に送料が発生。今回もｄフォトのアプリを勝手に変更して新たにアプリを取り直さなくてはいけない。口コミは最悪なアプリだと星１つばかり。もうｄフォトは解約しました。ドコモも他の会社に変更しようか？検討委員会中。【お客様アンケート(IC)】,その他
"約２４年使用しております。

今回のｄフォト（プリント）アプリの変更について、既存ユーザーの怒りが噴出している事について、見解をお聞かせ下さい。

もちろん、ＧＯＯＧＬＥ　ＰＬＡＹの評価・皆様のコメントは確認されていると思いますが、なかなかレスポンスがないですね。

私も昨年子供が生まれ、これまでのｄフォトに大変お世話になってきましたので、とても感謝しています。

今回、まだｄフォトプリントはインストールせす、しばらく動向を見るつもりです。

要は、今、すごく怒りが沸き起こってきているという事です。

２４年間使用してきたドコモさんを信じたいですね。",その他
"【機種】ＳＯ－０３Ｋ（ＸＺ２）ビルド最新【カテゴリ】トラ）空き容量不足【事象の概要】空き容量を空けたいｄフォトはお預かり写真は５４．８８ＧＢ利用、他のクラウドサービスがあるか確認したい。［発生手順］［エラー文言］ポップアップ画面［発生日時］７／３０２０　：３６［再発有無］初事象［事象発生のきっかけ］［発生環境］パケット通信・Ｗｉ－Ｆｉ・ＳＩＭあり・発生機種［発生頻度］［トラブルシューティング］写真と動画が３４ＧＢ　本体は約６３ＧＢ使用中再起動
１００４",操作説明
"【機種】ｉＰｈｏｎｅ８　ｉＯＳ１３．６【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントアプリから左上メニューを押すと『以下の機能を許可する必要があります』の画面が出ており下部の『次の画面へ』ボタンが押せず固まってしまう【発生日時】／　：【再発有無】初事象【解決方法】ｄフォトプリント入れ直しで解決
０６０１",操作説明
"【機種】ＳＯ－０２Ｌ（ＸＡｃｅ）【カテゴリ】ｄフォト【事象の概要】設定＞ドコモのサービス／クラウド＞ドコモクラウドの画面で「ｄフォト」が「非同期」になっている。同期にしたいが、非同期を押して同期に変更しようとしても非同期のまま変わらない。【発生日時】／　：【再発有無】初事象【解決方法】ｄフォトアプリを開き規約画面や初期設定画面を進み、再度ドコモクラウドの画面を確認⇒「同期中」になった事を確認して解決
０９０１",操作説明
"【機種】Ｌ－０３Ｋ（ＳＴＹＬＥ）【カテゴリ】ｄフォト　【事象の概要】以前のｄフォトアプリで見れていたフォトアルバムを見たい。【発生日時】／　：
０９０４",履歴が消えた
"【機種】ｉＰｈｏｎｅ　ｉＯＳ１３．５．１【カテゴリ】ｄフォト【事象の概要】ｄフォトプリントにログインできない【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリのアカウントを再設定
１２０２",ログイントラブル
"【機種】ｉＰｈｏｎｅ８Ｐｌｕｓ【カテゴリ】ｄフォト　【事象の概要】ｄフォトプリントのアプリから「フォトブックを作る」を押すと「Ｄ１３４　認証エラー」が表示される。【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリが未インストールだった為ＡｐｐＳｔｏｒｅからインストール＞ｄアカウント設定アプリを開くと過去のｄアカウントＩＤが表示されていた為ＩＤを解除＞再度ログイン
０９０１",ログイントラブル
"【機種】ｉＰｈｏｎｅＸＲ【カテゴリ】ｄフォトプリントアプリ【事象の概要】ｄフォト＞メニュー＞ｄフォトプリントアプリへを押下すると「ｄ１３４　認証エラー」が表示される。【発生日時】７／２９【再発有無】初事象【解決方法】ｄアカウント設定アプリでｄアカウントの再設定を行い解決。
０９０３",ログイントラブル
"※お客様の要望で残します。

ｄフォトアプリがリニューアルされた件について苦言。以下内容となります。

リニューアルに伴って、旧ｄフォトアプリ内で注文したフォトブックの履歴が閲覧不可になってしまったことについて、注文したフォトブックを履歴から閲覧等が出来ていて便利だった為今まで有料版で利用していたと仰せ。今後のアップデートで改善しデータが復旧されることを強く希望されています。

新機能の「こよみフォト」について、アップデートしたにもかかわらず、追加された新機能がフォトブックやＬ版プリントと違い、写真を一枚だけしか選べないのはケチくさいと仰せ。せっかく新たに機能を追加するのであればより良いサービスを提供してほしい。がっかりだと仰せ。

以上。",履歴が消えた
"【機種】ＳＣ－０２Ｌ【カテゴリ】ｄフォト【事象の概要】
・フォトブックを注文する際に、マイアルバムの写真から選択できないのか
・アプリリニューアル後、過去に注文したフォトブックの閲覧、再注文ができないか【発生日時】／　：

１２０２",履歴が消えた
ｄフォトの写真データ預かりが無料になってよかった！【お客様アンケート(IC)】,その他
５．１１採用　ｄフォトの操作についてＡＩＣ（ｉＰｈｏｎｅ）転送。,操作説明
"【機種】ＳＣ－０２Ｌ（Ｆｅｅｌ）【カテゴリ】トラ）ｄフォト【事象の概要】ｄフォトプリントアプリを起動すると、ログインを求められる。【発生日時】／　：【再発有無】初事象［外部機器］
１４０１",ログイントラブル
"【機種】ｉＰｈｏｎｅ７以前　【カテゴリ】ｄフォト　【事象の概要】認証エラーとでてアプリが起動できない【発生日時】／　：【再発有無】初事象／再発【解決方法】ｄアカウント設定の再設定
１２０３",ログイントラブル
"【機種】機種不明　ｉＰｈｏｎｅ　ｉＯＳ未聴取【カテゴリ】▲その他ｄ系アプリ：ｄフォトプリント【事象の概要】アプリ起動後に操作を進めるとｄ１３４のエラーが表示される
・ｄアカウント設定アプリに「ｄ４５７エラー」が出ている【発生日時】７／３０　：【再発有無】初事象【解決方法】ｄアカウント設定アプリ内でｄアカウントを再設定し改善
０１０１",ログイントラブル
